,text
17,"#Swiss #Uyghurs testify about their families back in #EastTurkestan. 
In this testimony, Abuhalik Hasan speaks about his family. 
Please support Uyghurs in #Switzerland and join our campaign to end the #genocide against Uyghurs. 
Thank you."
18,"#BrianGable of the #GlobeandMail on #Uyghurs, the #PRC and the #UNHRC https://mark3ds.wordpress.com/2020/10/17/uyghurs-and-prc-cartoon-of-the-day/… 
@UN_HRC
 #Xinjiang #cdnfp #HumanRights
 #Muslims #CCP #Uighurs"
19,"I don’t think #China has to worry about #Uyghurs creating an independent state any time soon.

The world fails to recognise a genocide is happening, let alone support the independence of an #Uyghur state."
20,"@ChinaAmbBelgium
 What are you afraid of ? Where are the missing relatives of #Uyghurs living in Belgium?
#iStandWithUyghurs   #UyghurGenocide"
21,Chinese ambassador to Belgium has blocked us after the questions from an #Uyghur mother in #Belgium for asking his son who is in #Camp today. You are afraid of the truth. We work hard to tell your government's crime in Belgium. @UyghurCongress @VKiesel @SabVt
22,#CCPChina thinks she can rule over the world. Anyone against her would get such nonsense comment. Thank for #Canada standing with #hongkong and #Uyghurs
23,"You just admitted, that #Uyghurs, whose Chinese passports have been confiscated by the regime, ARE NOT Chinese, and you are right there: They are East Turkestani "
24,"Chinese” refers to all the people who hold Chinese ID card or passport, no matter of the look, ethnicity or religion… So the uyghurs who have Chinese passport are Chinese, who have American passport are American, who have Turkish passport are Turkish… We are living in .... twitter.com/AnneDestiny1/s…"
25,"#China is waging a full blown Genocide against #Uyghurs & other Turkic peoples in Occupied #EastTurkistan. We urge the US 
@WhiteHouse
 & 
@StateDept
 to formally recognize it as such and take stronger actions to end this 21st Century Holocaust.
@robertcobrien
 @WHNSC"
26,To all Dreamer:  FIGHT ON !! #hk #Thailand #belarus #Uyghurs
27,"""We support you from #HongKong

#China #CCP #HongKong #MilkTeaAlliance #Malaysia #Thailand #Japan #Taiwan #Tibet #Uyghurs #Philippines #Mongolia #ChinaVirus  #StandWithThailand"""
28,"#CCP is the worst human right abuser in the world, not just internet. 
They lockup #Uyghurs in concentration camps, impose the National Security Law in #HongKong trying to silence criticism and suppress freedom of speech. 
Internet is one of the means for 
 to control the world."
29,"China 
 is the world's worst abuser of internet freedom for the 6th year in a row. 

The crackdown in Hong Kong, harsh punishments for speech offenses, and wide-ranging censorship kept China at the bottom of #FreedomOnTheNet rankings. 

Explore more at http://freedomonthenet.org"
30,"Uyghurs dont call themselves as Chinese and they dont have to... They dont share language, religion and culture with the rest of the China. Their ethnic origin is even different. You can lick Chinese ass but dont wait the same thing from #Uyghurs which are killed in #Camps"
31,"#GrandmaWong was kept in a torture camp like this 
 Can’t imagine how much worse it is inside the #Uyghurs #ConcentrationCamps in #Xinjiang"
32,"@SamHarrisOrg
 @MaajidNawaz
 We supported your efforts to bring awareness to the #Uyghurs crisis in China. We ask for your help in return to bring awareness to what #Turkey  and #Azerbaijan is doing to the #Armenians of #Artsakh. They tried in #1915Genocide to erase us. This is 2.0"
33,"#Xinjiang and the #World - The persecution of the #Uyghurs is a #crime against #humanity
  ⁦
@TheEconomist
⁩ 

#IHRL #HumanRightsLaw #CivilLiberties #coronavirus"
34,"Manual citations taking too long to gather, sort and format? Run multiple automated workflows, and begin to power your work with EndNote."
35,We need to request the Chinese leadership to make accountable for human rights abuses in Xinjiang. To stop inhumane treatments in camps including forced labour. Please stop to buy products from Xinjiang and #BoycottChina together. Please help #Uyghurs people. #UyghurGenocide
36,"#Nazi Germany Propaganda Film vs #China Propaganda Film - Defending Concentration Camps 

Nazis made a film to show world that they were not mistreating Jews. Similarly China has produced films to show world they are not mistreating Uyghur Muslims. "
37,"I am now relieved of thinking about what might happen to one girl after that scenario, but it's not to say #UyghurHolocaust is doubtful or something like that, bcz it is happening to #Uyghurs. It is sad if u understand what an every living Uyghur might feel about #EastTurkistan."
38,"I was just informed with other videos like this that this is an edited video with sound track which is used for different cases in #China. Apologize to tweeters of this post. 

But existing #ChildTrafficking in ET is real and continuing with our weakness en silence of the world."
39,"In fact,we all could be #Uyghurs 

That's why we further need to voice for them"
40,"The oppression in Xinjiang is a test as to whether nations actually adhere to the principle of Responsibility to Protect. @piernatta 
https://thediplomat.com/2020/08/chinas-human-rights-abuses-invite-us-leadership/…"
41,"From #ChinaVirus ,we have clearly learnt that how abuses of #HumanRights
 in #China could jeopardize

That's why we should voice for #Uyghurs to right the wrong now"
42,"2019 Hong Kong vs 2020 Thailand

So touched by everyone who are willing to sacrifice themselves the future generations and for a better world. 

You are not alone. Be water and stay safe
#FightForFreedom #StandWithHongKong 
#WhatsHappeninglnThailand #ม็อบ17ตุลา"
43,"One for you 
@JacobMCampbell
 @TheEconomist
 #Uyghurs"
44,"Uyghur Holocaust 2020

The state of an #Uyghur Muslim man released from Chinese concentration camp.

#Uyghurs #UyghurGenocide #UyghurLivesMatter #UyghurHolocaust #China"
45,"Seems like we are ""standing with our allies"" but they are not standing with #Canada!! Bullied & cowering to #China! ""we stand with allies around the world the US, #Australia, #UK, #EU nations...who share these concerns.”   #cdnpoli #China #HumanRights
 #UN #Uyghurs #TwoMichaels"
46,Thank you for speaking up for the 12 Hongkongers. Sadly I believe many innocent #Uyghurs have been unlawfully detained long before this. Wish them home asap #save12hkyouths #FreeUyghurs
47,Women of Xinjiang reveal horror of brutal campaign of forced abortions and imprisonment. Some are now trying to sue the Chinese government. https://independent.co.uk/news/world/asia/china-uighur-xinjiang-forced-abortion-imprisonment-beijing-xi-kazakhstan-b1072127.html…
48,"And. There's this horror. 
Thank you 
@TheEconomist
 for highlighting.
""China: evidence of campaign against the #Uyghurs becomes more shocking with each scouring of the satellite evidence, each leak of official documents and each survivor’s pitiful account"""
49,"We support you from #HongKong

#China #CCP #HongKong #MilkTeaAlliance #Malaysia #Thailand #Japan #Taiwan #Tibet #Uyghurs #Philippines #Mongolia #ChinaVirus  #StandWithThailand"
50,"The Chinese model in solving radical ideology should be studied as it is the most successful and potent model until now, through vocational training, China protected the #Uyghurs in #Xinjiang from corrupt ideas. Learn from 
 please."
51,"Some Chin business men donated money to the dept of engineering of my university. This money ended up helping the technology surveillance for #Uyghurs. The lesson is don't let Chin money buy the compass.
By tbe way the tech company is Sensetime. It's on US sanction list."
52,"https://en.adhrrf.org/Is-the-World-Finally-Facing-Up-to-China.html…

[Is the World Finally Facing Up to China?]

A debate in the British Parliament, new calls to boycott the Beijing 2022 Winter Olympics

#Uyghurs"
53,"As an Uyghur vlogger,I spend a lot of time on YouTube.
@evabiankaz
 ‘s channel is my favourite.I cried when I watched her #Syria trip. I cried for both Syrians and #Uyghurs who had their homes destroyed.
https://youtu.be/ZTaoyJpr-YE"
54,"A #CompilationOfPhotos of #Uyghurs released from #ConcentrationCamps in #EastTurkestan / #Xinjiang, #China.

https://facebook.com/112462576900252/posts/212785243534651/…"
55,"termite are very horrible,isn't it.
Don't think about #uyghurs and #hongkong's situation are too far away from US.

democracy can corrupt very very fast."
56,India must exercise the Quad option to check China's economic and military power. #Malaysia #Philippines #Vietnam #Japan #Australia #Uyghurs #Taiwan #CzechRepublic #India #Coronavirus #UK #Indonesia #NewZealand #SlovakRepublic #US #SouthKorea
57,Source on alleged Hunter Biden email chain verifies message about Chinese investment firm. #NewHampshire #NewYork #Maine #Minnesota #Washington #Uyghurs #Colorado #Florida #India #Taiwan #Trump #Coronavirus #Oregon #NewMexico #Biden #California #US #Nevada
58,"No God in #China is holier than the #Party. #CCP must come before any religions. #FreedomofReligion Chinese style. -

#muslim #uyghurs #xinjiang #religiousfreedom #hajj #mecca #pilgrimage"
59,30 Photos Taken In Dubai That Will Destroy Your Stereotypes
60,"Music can do that, but not bad decisions like having villain countries like China, Russia & Cuba as part of the #UNHRC Council. This remains a black stain in the organisation image. Shame on the UNHRC. Go and explain this decision to 3 million #Uyghurs & war refugees in Syria."
61,"#China has been massacring the #Uyghurs for decades.

Follow us on FB @TalkEastTurkestan

#FreeUyghur #Uyghur #UyghurHolocaust"
62,The persecution of the #Uyghurs is a crime against humanity - It is also the gravest example of a worldwide attack on human rights https://glykosymoritis.blogspot.com/2020/10/the-persecution-of-uyghurs-is-crime.html… #Xinjiang #totalitarianism #genocide #EthnicCleansing #nationalism #communism
63,"#China has been massacring the #Uyghurs for decades 

Follow us on 
@uyghurra
 #URA"
64,"RT 
@anurlan
: Interestingly, what China's reaction will be.  It hugely invested there in recent years and also #Kyrgyzstan in #China 's backyard, plus #Uyghurs https://twitter.com/EurasiaNet/status/1316766532211367936… EurasiaNet RT #futurerisk"
65,A convicted kidnapper sprung from prison by a mob last week has declared himself president and taken control of Kyrgyzstan https://eurasianet.org/seizure-of-kyrgyzstan-nears-completion-as-president-steps-down…
66,"It is so important that the immense damage being done to children in #Xinjiang is given greater attention.

Prominent feature in 
@TheEconomist
 @gadyepstein
 #childrights #Uyghurs"
67,"Govt documents suggest a bureaucracy racing to cope with children orphaned by the state, expanding hundreds of Xinjiang schools to board students (880,000 are boarded now, up 383,000 from 2017), and instructing educators to watch ""hardship"" children for psychological problems"
68,"According to the definition from UN, it's not just ""close"" to genocide,  it ""is"" a genocide happening to #Uyghurs in China"
69,"It was not unusual, but China is trying to carry out a genocide, at the same side trying to look very loving & caring ... 
1. Pic shows how ppl are treated in camps
2-4 shows first round of #Uyghurs disappears by China ..."
70,Where are these #Uyghurs? Where are all the Uyghurs on the streets of #EastTurkistan?
71,Free #Uyghurs #CCP #Tyranny
72,"In NO particular order
Entire #China #Xinjiang hv minorities #Muslims of ethnics #HUI #Tajik #Kazakh #Uzbeks #Kyrgyz #Bonan #Salar & other ethnics of #Tatar #Tibetan #Han #muslim etc., in total 40~60 millions. Western world talk ONLY re 13mils #Uyghurs ""being oppressed by #CCP"""
73,"#Xinjiang atrocities on #uyghurs #muslims 
Send these Chinese to hell!
#CCPVirus"
74,Four #Uyghurs Facing Persecution After Deportation by #SaudiArabia to #China Identified
75,"#China fighting climate change.. is this a joke
? #CCP fights everything including #Tibetans #Uyghurs #Mongolians #HongKongers but bever climate change.

#China is the biggest polluter"
76,"""Customs said the gloves were made by the Yili Zhuowan Garment Manufacturing Company in Xinjiang, a region of northwestern #China where the government has imprisoned more than 1 million #Uyghurs and other mostly #Muslims"""
77,"“We will stand up loudly and clearly for human rights, all around the world, ...the situation faced by #Uyghurs, Hong Kong, ... calling out #CommunistChina for its coercive diplomacy,” said Trudeau 
https://aje.io/kef92 via 
@AJEnglish"
78,"Chechen Muslim shouting “Allah O Akbar” beheads a Paris school teacher over a class lesson on freedom of expression that included #CharlieHebdo cartoons of Prophet Muhammad. 
http://creepingsharia.tumblr.com/post/632158333…"
79,"No God in #China is holier than the #Party. #CCP must come before any religions. #FreedomofReligion Chinese style. -
Hajj is the annual pilgrimage made by #Muslims to the holy city of Mecca in Saudi Arabia. It’s a once in a lifetime journey for all Muslims.
#uyghurs #xinjiang"
80,BESIDES the #Uyghurs has anyone heard OTHER #muslim minorities ever complaint or cried in the news that they too hv MISSING KINS RELATIVES FRIENDS or been locked up by #China #CCP?  NEVER! SO those Western lies beliefs allegation accusations claims r ALL FUNDAMENTALLY WRONG tbw.
81,#British government has #Beijing roundly in its cross hairs following a debate in parliament this week urging sanctions over its treatment of #Uyghurs.The session was attended in person by members from every political party who spoke vehemently of the need to act against #China
82,"The Economist highlights ""The Torment of the Uighurs"" as the State Department Takes Welcome Action Against The Use Of Uighur Slave Labour. Other democracies  should follow suit.

https://davidalton.net/2020/10/16/as-the-economist-highlights-uighur-persecution-the-us-state-department-takes-effective-action-to-combat-slave-labour-in-xinjiang-and-in-supply-chains/…"
83,"Was it made by #Uyghurs forced-labor in #Xinjiang and laced with pig chemicals?

#FuckChina"
84,"I don’t see any of your arguements makes genocide sounds right. Of course you can have your own philosophy about freedom, and thats your freedom. All I wish to say is #Uyghurs are facing genocide in #China, and people need to realise that"
85,"#China's persecution of the #Uyghurs is a Crime Against Humanity
It is also the gravest example of a worldwide attack on #HumanRights
@CUyghurs
 @RushanAbbas
@UyghurCongress
 @Dolkun_Isa
@UyghurProject
 #Uighur
#UyghurGenocide 
@UN_HRC
#UyghursLivesMatter"
86,Stop wearing #hairextensions and #wigs. #Uyghurs #China
87,"U.S. national security advisor Robert O'Brien: “If not a genocide, something close to it going on in Xinjiang…The Chinese are literally shaving the heads of Uighur women and making hair products and sending them to the United States.”
https://reut.rs/3j7KJcU"
88,If speaking for the people of #Uyghurs about their oppressions and sufferings from the Chinese government makes one a CIA agent then pls consider me one as well bc I will stand by Uyghurs always
89,"#Uyghurs, #Kazakhs, & other #Muslim ethnic minorities experience some of the world’s worst human rights abuses—mass arbitrary detention, forced sterilizations, forced labor—and cultural destruction. The #Chinese govt’s atrocities demand action from the int’l community. twitter.com/TheEconomist/s…"
90,"Seduced by #China's #BeltandRoad Initiative, #Taliban also forsake #Uyghurs

""To ensure that Taliban takes the Chinese offer seriously, it made an offer to the group through #Pakistan to extend the #CPEC-the marquee project of #BRI-to #Afghanistan"""
91,"Thanks.

Plz TAKE ACTION to defend human rights & democracy, against #CCP's tyranny.

If not, #HongKong & #Uyghurs are just the beginning & the world will be next.

#StandwithHongKong
#save12hkyouths"
92,"We are all Hong Kongers now. #HKDC

Join the global frontline for Hong Kong: http://gofundme.com/weareallhongkongers…"
93,"#Save #Hongkong #Join #campaign 
WUC stands in solidarity with #HongKong & calls on the intl community to #Save12HKYouths.
#China has targeted the younger generation of #HongKongers, #Uyghurs, #Tibetans & others as they try to deprive our communities of a future through detention"
94,"""The persecution of the #Uyghurs is the gravest example of a worldwide attack on human rights"" #UyghurGenocide #CrimesAgainstHumanity"
95,U.S. national security adviser Robert O'Brien said that China was perpetrating ‘something close’ to a genocide with its treatment of Muslims in its Xinjiang region https://reut.rs/2GZgMPw
96,Thanks Canada for standing with #Hongkong #Uyghurs . But it will be better if Canada will impose sanction on human right violators.
97,"We'll stand up loudly & clearly for #HumanRights
, whether abt the situation faced by the #Uighurs, whether abt the very concerning situation in #HongKong , whether it's calling out #China for its coercive diplomacy, #Canada PM @JustinTrudeau says. #CCP https://reuters.com/article/us-china-canada-diplomacy-idUSKBN2712OF…"
98,This what they #Xinjiang to be like a place full of extremism and violence and not a place of peace . #Uyghurs #Ouighours #China #Chine
99,"Paris Beheading:
- A man was beheaded outside a school in Paris, France
- The victim was a teacher who showed his class a drawing of the Prophet Muhammad 
- The suspect was an enraged parent and screamed ‘Allahu Akbar’ during the incident
- Police shot and killed the suspect"
100,"#Uyghurs #China – “If I speak out, they will torture my family”: voices of Uyghurs in exile"
101,"For example, the ethnic cleansing of the #Rohingya by the #Myanmar state or the #Uyghurs by #China (e.g., destruction of mosques, ""re-education"" camps, etc) are clearer examples of ethnic cleansing, and it is easy to call out these forms of ""obvious"" ethnic cleansing."
102,"Thread: Before you attend the discussion section of the panel please take a few minutes and stream these book talk videos that the three authors--Rachel Harris, Sean Roberts, Tim Grose--have prepared that go into their decades of scholarship on contemporary Xinjiang. twitter.com/dtbyler/status…"
103,#Xinjiang and the world – The persecution of the #Uyghurs is a crime against humanity
104,"Mr. Mayor: 
@tedlieu
 tweets incessantly. He repeats #CCPChina propaganda about #COVID. How many times has he mentioned China's takeover of #HongKong = 0. Same number of tweets about the #Uyghurs.

Do the math."
105,"#TwitterCensorship they has been deleted of many post, important information by Chinese Military-civils about #Uyghurs #Uighurs #UyghurGenocide. #Election2020 #HunterBidenEmails #BidenCrimeFamily #wechat #huawei #smic #chineseopscoldwar #BlacksForTrump #Hollywood #hypocrisy"
106,Shitter & Fuckbook
107,"""'[If] you don’t listen to them, or cannot recite Mandarin songs, or roll your eyes, or show just a little bit of discontent with this process,' he argues, then the guards respond with torture."" 
@omirbekali
 speaks w/
@VarsityUK
 on torture facing #Uyghurs"
108,"Decoupling with chinese in community, kick out them.
Stop they always hypocritical of complain been racism #hypocrisy, they must leave. #aca5 #Uyghurs #UyghurGenocide
#Malaysia #TwitterCensorship #WWIII #Quad #Australia #ChinaVirus #unrestrictedWar #BlackLivesMatter
 #HunterBiden"
109,Chinese torture :
110,"… I wanted 
@ewarren
. I want 
@TheDemocrats
 to stand up for #HumanRights
 and stop #China’s #genocide, to not be doves. How could #Biden do right by #Uyghurs w/ Mike Lin, Patrick Ho, & others of Hunter’s buddies ready to be used by China to blackmail a sitting President Biden?"
111,"Next Thursday, join our partner 
@JCRC_AJC
 to learn how the #Uyghurs are in a struggle for cultural and physical survival in China and how you can help. 
@UyghurProject
 @EUJS
 @jworldwatch
 @TheRAC"
112,"“Why should China, a country running concentration camps with at least 1 million Muslim Uighurs being detained, be allowed to hold the Olympics?” said WUC Program Manager @ZumretErkin.(@StephenWadeAP)

#NoRightsNoGames #StopUyghurGenocide

https://apnews.com/article/winter-olympics-juan-antonio-samaranch-beijing-2020-tokyo-olympics-china-d03b46950b26420664677b8d1aa8caa2…"
113,"Over cartoons! Again. #China, #XiJinping & #CCP force #Uyghurs into internment or labor camps each & everyday w/o Muslim protests. But cartoons! That's worth decapitating a teacher. This is senseless evil."
114,"The appalling tragedy which the brutal Chinese Communist Party regime has inflicted on the #Uyghurs

We must act fast to stop #UyghurGenocide 

https://amp.economist.com/china/2020/10/17/how-xinjiangs-gulag-tears-families-apart?__twitter_impression=true…"
115,"Gosh, wish Almighty save you and bless you my Fatimah, wish you could tell the truth about persecution, even around 150 MPs in my country are standing for #Uyghurs against #UyghurGenocide , wish you have a 
 to feel the pain. Not all #Uyghurs are terrorists, You are my crush "
116,"Important read from 
@TheEconomist
 about #China's #HumanRights
 abuses of #Uyghurs.  ""Xinjiang and the world – The persecution of the Uyghurs is a crime against humanity"""
117,"Well, what do you know about #Uyghur culture? ...

You claim yourself muslima (meaning female Muslim) — all you do everyday is repeating #Chins’s lies everyday & voluntarily ...

You don’t get to say any of the things you said about #Uyghurs — 你不配!"
118,CIA Bots have zero knowledge of Uyghur Culture.  twitter.com/AnneDestiny1/s…
119,"@JoeBiden
 is not only a corrupted collaborator of the totalitarian regieme, he will sell US to the higher bidders.

#CrookedJoeBiden #HunterBiden #HunterBidenEmails #Ukraine #CCP  #China #XiJinping #Uyghurs"
120,"Xinjiang and the world – The persecution of the Uyghurs is a crime against humanity 

#Uyghurs  
@AzeemIbrahim"
121,#XiJinping #China persecution of #Uyghurs in occupied #EastTurkestan : The pain hasn’t gone away’: Women of #Xinjiang reveal horror of China’s brutal campaign of forced #abortions and #imprisonment | The Independent
122,".
@YusufMoeed
 tells 
@karanthapar_in
 ""#Uighurs are a non issue for #Pakistan, our delegations have visited, we are 100% satisfied""

Here's one of the (latest) 'non-issues':

#Uyghurs #UighurGenocide #UyghurGenocide 
@VarsityUK"
123,"The appalling tragedy which the brutal Chinese Communist Party regime has inflicted on the #Uyghurs

We must act fast to stop #UyghurGenocide"
124,"#Pakistan talks rubbish, flatly denies of any atrocities against the #Uighurs. #ImranKhan's advisor #MoeedYusuf says that all criticism of #China over the inhuman treatment of its Uighur minority is just Western propaganda.

#UighurGenocide #Uyghurs"
125,"This is a must read if you’re into #Uyghurs #UyghurLivesMatter 
⁦
@KenRoth
⁩ ⁦
@astroehlein
⁩"
126,"Pray for Thailand!

#whatshappeninginthailand  #กษัตริย์มีไว้ทําไม  #ม็อบ14ตุลา  #หวานใจมิวกลัฟ   #หวานใจมิวกลัฟ  #HongKong"
127,"MY FRIENDS of the #MilkTeaAlliance:

In this gravest of hours, we have striven to act on the desire of a better country. We have walked through the darkest of days before. I believe that our spirits have not yet been broken. (1)"
128,"Protesters and police square off in Bangkok after anti-government protests. 

Earlier, police were seen chasing high school students and teenagers away from the road. 

#16ตุลาไปราชประสงค์ #พรกฉุกเฉิน #16ตุลาไปแยกปทุมวัน"
129,"Protesters being sprayed by water cannons but one man is trying to keep the police at bay and protect the students. 

#16ตุลาไปราชประสงค์ #พรกฉุกเฉิน #16ตุลาไปแยกปทุมวัน"
130,"State security officials and police have begun pushing against protesters while using water cannons. 

They are instigating the incident as protesters had kept their lines. 

#16ตุลาไปราชประสงค์ #พรกฉุกเฉิน #16ตุลาไปแยกปทุมวัน"
131,"Protesters are retreating from batons, riot shields and water cannons. 

They're forming a line further down the street. Police holding their line after clearing the first wave. 

Protesters armed with only umbrellas. 

#16ตุลาไปราชประสงค์ #พรกฉุกเฉิน #16ตุลาไปแยกปทุมวัน"
132,"Protesters report that the blue dye sprayed onto them by the police is causing a burning sensation and stings the eye. 

Many as young as 15 in the crowd of protesters when the police moved in 

#16ตุลาไปราชประสงค์ #พรกฉุกเฉิน #16ตุลาไปแยกปทุมวัน"
133,"Protesters have reformed their lines. 

Police have pulled back after accidently teargasing their front line. 

Calmer now for the moment. 

#16ตุลาไปราชประสงค์ #พรกฉุกเฉิน #16ตุลาไปแยกปทุมวัน"
134,"Here is a closer image of the blue dye that was being used on the protesters. 

#16ตุลาไปราชประสงค์ #พรกฉุกเฉิน #16ตุลาไปแยกปทุมวัน"
135,"Help spread what’s happening in Thailand rn.
Unarmed people are just demanding for democracy while fully armed police is attacking them.
Sending prayers to Thailand. Stay safe.
#whatishappeninginthailand #16ตุลาไปราชประสงค์ #พรกฉุกเฉิน #16ตุลาไปแยกปทุมวัน"
136,What do you see in this picture
137,"Where is my father Erkin Tursun? @ChineseEmbinUS I demand proof of life ! 
#Uyghur twitter.com/Alfred_Uyghur/…"
138,My heart hurts for them. May God protect everyone who's there right now.
139,"Cover for 
@TheEconomist
 on #Uyghurs"
140,China's persecution of the Uyghurs is a crime against humanity. It is also the gravest example of a worldwide attack on human rights. Our cover this week https://econ.trib.al/C2MimPa
141,"Not sure what reference citation technology you can rely on? Turn to the gold standard respected across industries, and begin to trust your research with EndNote."
142,"The older protesters have now formed barricades and are shielding the younger protesters at the back. 

They are shown here singing the national anthem and showing the three finger salute. 

#16ตุลาไปราชประสงค์ #พรกฉุกเฉิน #16ตุลาไปแยกปทุมวัน"
143,Situation is escalating now -
144,"#StandWithThailand,totally heartbroken.
when I saw Thailand tonight's suppression acts from their government, I,ws,rethinking of he's suppression acts from water cannon scene too.
we all are so brave fighting the freedom for ourself and our homeland too! 
#วชิราลงกรณ์เป็นฆาตกร"
145,"Deeply concerned about #Thailand, a country I visit often and love.

It's tragic to see scenes in #Bangkok so reminiscent of what we have seen in #HongKong

#StandWithThailand
#StandWithHongKong
#MilkTeaAlliance

https://bbc.co.uk/news/world-asia-54573349…"
146,Xinjiang and the world – The persecution of the Uyghurs is a crime against humanity https://economist.com/leaders/2020/10/17/the-persecution-of-the-uyghurs-is-a-crime-against-humanity…
147,"God Bless all Thai friends! Please Help them !

#China #CCP #HongKong #MilkTeaAlliance #Malaysia #Thailand #Japan #Taiwan #Tibet #Uyghurs #Philippines #Mongolia #ChinaVirus"
148,"#Uyghurs Timely wake up call by 
@TheEconomist
 -
#China’s persecution of Xinjiang’s Muslims is a crime against humanity. It is part of a worldwide attack on human rights.

If democracies say nothing about single worst violation outside a war zone, they lose credibility everywhere"
149,"The #Chinese communist regime carries the sole blame for the persecution of #Uyghurs  and the deep division and mistrust, that it has caused between the people groups.    
""The Uyghurs and the Chinese state: A long history of discord.""  #UyghurGenocide"
150,"“Resistance to the erosion of human rights should begin with the Uyghurs. If liberals say nothing about today’s single worst violation outside a war zone, how can anyone believe their criticism of other, lesser crimes” #Uyghurs"
151,"The #Chinese communist regime carries the sole blame for the persecution of #Uyghurs  and the deep division and mistrust, that it has caused between the people groups.    
""The Uyghurs and the Chinese state: A long history of discord.""  #UyghurGenocide
https://bbc.co.uk/news/world-asia-china-22278037…"
152,"Look we don't have apartheid system (like Israel) in China. People of all ethnicities are equal and protected by law. Ethnicities or religion have nothing to do with the affairs of the state.
You are trying to create this Uyghur-Han division but let me tell you it won't work. twitter.com/AnneDestiny1/s…"
153,"""he ignores that the #Uyghurs are in literal concentration camps...He hasn't lifted a finger to really help #HongKong"""
154,CNN broadcast part of the audio of Ben Sasse dragging Trump during a town hall with constituents on Thursday
155,"China will give you Concentration Camp Only  just like #Uyghurs & will not give you respect , Security Just like India is giving you .
#FarooqAbdullah #ChinesAbdullah
@OmarAbdullah
 @MehboobaMufti
 
@JKNC_
 @jkpdp"
156,My father & I called on @MehboobaMufti Sahiba this afternoon to enquire about her well-being after her release from detention. She has kindly accepted Farooq Sb’s invitation to join a meeting of the Gupkar Declaration signatories tomorrow afternoon.
157,"CCP puppy 50 cent dogs like you what do you know about #Uyghurs ??
Don’t let us disgusted as using a fake Muslim Hui name and talk nonsense everyday !"
158,"This is my testimony for my sister Renagul gheni, being an #Uyghur should not be crime. 
If possible Pls. Help me share and call or write to #China embassy & consulate in your country ask them release my sister.
Pls. mention her ID No. as shown in video.
Thank you!
#StillNoInfo"
