,text
17,"YouTube doesn't believe in allowing citizens to use their platform to share awareness on violent crimes being perpetrated by the #CCP

Could China please treat #Uyghurs a bit nicer so it complies with 
@YouTube
 rules, thus allowing us to inform each other?

#COVID19 #BLM #COVID"
18,Bowing down to the #CCP is a new fashion.
19,"Where are the males and youth of #Uyghur society? We see many videos that female and older ladies working in construction sites, farms, etc. Seems like #Uyghurs are living in Middle Ages. 
#UyghurHolocaust #UyghurGenocide #Freeuyghur #FreeUyghurs"
20,"Husbands, son-daughters or other relatives of these #Uyghurs might be in jails/camps/forced-labor factories, & they almost do not speak #Chinese. Yet, they were forced to sing red songs in #Chinese, praising #Xitler & #CCP.
#UyghurGenocide #UyghurHolocaust"
21,"@Ahaber
 Cultural genocide is continuing in #EastTurkistan. 

Almost all historical places including mosques & even #Uyghur style houses are being destroyed day by day. It is the part of ethnic cleansing of #Uyghurs. #China to stop this anti-humanity.#ChinaMustPay #UyghurGenocide"
22,"#China had Reasons to released the #Virus on purpose:

1) It disrupted #tradetalks w/ USA
2) disrupted #HongKongProtests 
3) took focus off the #Uyghurs
4) squashed internal Chinese unrest
5) Weakens #Taiwan defenses"
23,Xi Says China Will Continue Efforts to Assimilate Muslims in Xinjiang - WSJ https://wsj.com/articles/xi-says-china-will-continue-efforts-to-assimilate-muslims-in-xinjiang-11601133450…
24,We cannot count how much pain that #Uyghurs suffer.
25,"Dear president Trump, get well soon! You’ve to beat the China virus. Not only the Americans, but #Uyghurs, #Hk #Tibet #Taiwan people praying for you. Those opressed by China look up to you. Your bravery against China, gives hope & emboldens them in their fight against the #CCP."
26,"Defund the UN! They ignore the human atrocities happening in CHINA and around the world!
#Uyghurs 
#YazidiGenocide"
27,"You can avoid being a mansplainer by asking yourself these questions:
Did she indicate any desire to hear this information?
Is it possible that she knows more about this topic than I do?
Did I read the room before starting to speak?"
28,Check out pashun taha 's video! #TikTok #muslims #islam #Uyghurs #UyghurHolocaust #china  https://vm.tiktok.com/ZSH6F2Sy/
29,"#CCP has long been torturing #Uyghurs , people of #EastTurkistan , #Tibet , #HongKong and #Mongolia.
They are now filled with #china corruption and #HumanRightsViolations . Thank you #mongolian for being so brave to stand against the tyranny. #China deserves sanctions.
#Chinazi"
30,"#CCP uses lies n violence to suppress free will people. Through concentration camps n forced labor, #Uyghurs #Tibet #Mongolia n very soon, #HongKong will face genocide. Pls help to stop humanitarian crisis ! 
#CCP_is_terrorist #save12hkyouths #NationalSecurityLaw #HKPoliceState"
31,"Even they are not in these concentration camps doesn't mean #Uyghurs are free, they are still living under surveillance and worrying when will be their turns everyday"
32,"Those well assimilated #Uyghurs are now also being sent to concentration camps,  of course CCP needs to build more"
33,"Here's 
@DanielDumbrill
  interviewing Arslan Hidayat (Uyghur activist) about #terrorism #Uyghurs #Uighurs #Xinjiang."
34,"Hope UK govt can do more to save #Uyghurs soon, they have faced genocide for years"
35,Almost 80percent of China’s cotton comes from East Turkistan and produced by 21 century slavery labor camp. children in this age should be in playground instead of being victims of slavery labor in cotton field.
36,"#fakenews about #Uyghurs #Uighurs #Xinjiang #China 

Pls check 
@j_bigboote
 tweets about fake info tht has been spread about China. Special thx to Roberto. "
37,"There's a guy on here who takes footage of ordinary people doing ordinary things, sets them in China and invents a fantastical and sinister scenario. His account functions as a pretty good aggregator of fake anti-China propaganda from the past few years."
38,"#Uyghurs in the diaspora can't sleep at night because of worry that their heritage will not be passed on to future generations. HT to 
@YasmeenSerhan
 @TheAtlantic
 for this riveting read."
39,You could sincerely hope if #Uyghurs could get the same treatment as the #CPC party chief
40,Please help me. My beautiful family forcibly disappeared by #TerroristCCP. It's so much painful to see my family photo without my family.  @amnesty @itvnews @cnni @foxnewsalert @BBCBreaking
41,"No, #Xi & his #CCP won't hear your pleas. The only way to free the #Uyghurs #Tibetans #Mongolians #Taiwanese and #HongKongers IS TO TAKE DOWN XI & HIS CCP NOW, or never."
42,"We must call it  china  occupied Tibet n describe it as indotibetan border. One china policy should be tossed out. Taiwan should be recognised .Give call for autonomy for Eat Turkmenistan, Inner Mongolia n Hongkong.
Ask china to pull back from SCS"
43,"Where did he got his new kidneys?
#Uyghurs #OrgansHarvest 
#Oli should avoid #Chinese ambassador, for the good of #Nepal .."
44,"The spread of #COVID19 within Nepal’s corridors of power has raised worries about the wellbeing of PM KP Oli who has had 2 kidney transplants & is said to be immuno-compromised. 

The PM’s men, opposition leaders, jail inmates, no one is spared.

https://nepalitimes.com/latest/coronavirus-in-nepals-corridors-of-power/…"
45,"Imagine the ordeal of #Tibetans, #Uyghurs, #HongKong, #Taiwan & Mongols under the brute regime of devil's #CCP.

This is for those who wr celebrating
 incursions in #Ladakh.
#ResistChina 
@HongKong
 @Taiwan_Today
 @TaiwanPresSPOX
@UyghurCongress
 @DalaiLama"
46,"CCP is Chinese, you must remember of they already choice. #WuhanVirus #wuhanlab Taiwan no GFW, and Taiwan chinese also same CCP  and support genocide of #Uyghurs and killing USA.
Can you separate the salt poured into the water? #chinataskforce 
@GenFlynn
 
#ThousandTalentsPlan"
47,The Chinese Communist Party did this to our nation and our president. We will never forget that.
48,"Clearly know. #PrayingforTrump #PrayingforTrumpandFirstLady #wuhanlab #WuhanVirus #WuhanCoronavirus 
#Uyghurs #UyghurGenocide #unrestrictedwarfare
#fentanyl #chinesespy #ThousandTalentsPlan 
#thousandtalentsprogram
#chinesesupport911
#ChinaVirus
#Election2020"
49,"The Plight of Uighurs Raised Again In Parliament - in oral and written questions to the Government. 

#Uyghurs

https://davidalton.net/2020/10/02/the-plight-of-uighurs-raised-again-in-parliament-in-oral-and-written-questions-to-the-government-uk-says-it-has-played-a-leading-role-at-the-un-human-rights-council-and-read-out-a-formal-statement/… via 
@wordpressdotcom"
50,"The Dalai Lama stepped down from power voluntarily in 2011.He wanted to see democracy established in his lifetime and the abolition of theocratic rule for #Tibet. Emperor #Xitler broke the law by making himself lifelong leader, using #Uyghurs and #Tibetans as slave labor. Morons"
51,"30 years ago, #CCP promise they give Hong Kong’s autonomy. And now, Prove that the Communist Party of China is lying. Look at #Uyghurs , #Tibetan & #HongKongers. Communist China genocide people. #save12hkyouths"
52,Its the same story like Iraq weapons of Mass destruction. #Uyghurs #UyghurGenocide
53,"30 years ago, #CCP promise they give Hong Kong’s autonomy. And now, Prove that the Communist Party of China is lying. Look at #Uyghurs , #Tibetan & #HongKongers. Communist China genocide people."
54,"People like #Uyghurs who are not seeking jobs were also kidnapped and raped within China -- are you even surprised?

#FuckChina"
55,"Millions of Uighur Muslims are locked up and tortured in concentration camps in China. Not for what they do but what they are.
#freeuyghurs #Uyghurs"
56,"Excellent. I still shudder to think what happened to these #Uyghurs, about whom 
@HRW_chinese
 wrote in 2009: https://hrw.org/report/2009/10/20/we-are-afraid-even-look-them/enforced-disappearances-wake-xinjiangs-protests…"
57,"BREAKING: UN Committee on #EnforcedDisappearances (#CED) is setting up #newsletter to strengthen its links with victims, NGOs, experts & other stakeholders! Subscribe with an email to ced@ohchr.org! Please share broadly! 
@UNGeneva  @UNHumanRights"
58,"Please sign and tweet the #Petition: Boycott China for Animal cruelty and human Rights Violations https://thepetitionsite.com/de/665/464/274/boycott-china-for-animal-cruelty-and-human-rights-violations/… #Banfur #furfree #wildlife #animalrights #Uyghurs #freetibet #humanrights
 #coronavirus #Covid19    #WorldAnimalWelfareDay"
59,"UK-China tensions explode as Beijing accuses protesters of 'ASSAULTING' London embassy https://express.co.uk/news/world/1343136/china-news-uk-embassy-London-hong-kong-protest-Uyghur-muslims-Xinjiang-latest… 
Solidarity with the #Uyghurs"
60,"#Chinese #government #CCP must end the #forcedlabor #SlaveLabor of #Uyghurs and other #Turkic and #Muslim-majority #ethnic groups and immediately release and return them home. #FreeUyghurs 
@FreedomUnitedHQ
 https://freedomunited.org/advocate/forced-labour-fashion/… 
#人权 #自由 #中共灭天 #天灭中共"
61,"BBC's Newsnight said it identified multiple cases of exiled #Uyghur students and pilgrims being targeted by authorities in Muslim-majority countries - including #SaudiArabia, the #UAE and #Egypt - in collaboration with Beijing. 

#China #Uyghurs #UyghurGenocide"
62,"CCP tyranny continues to take down another group - 
@samrahafeez6
 #Uyghurs"
63,"Actual #Uyghurs in China from XinJiang 

This uyghur Chinese woman went to 
@StanfordGSB"
64,#Uyghurs #Uighurs #UighurGenocide by America
65,"To China/CPC haters: LOOK 
Next time you scream about the Uyghurs in China, know what type of movement you're supporting! Remember this the next time you see that pretty blue flag they're waving.
#Uyghurs #Uighurs #Xinjiang 

https://un.org/securitycouncil/sanctions/1267/aq_sanctions_list/summaries/entity/eastern-turkistan-islamic-movement…"
66,"#Uyghurs #Xinjiang 
My sister sent me this, they are enjoying their national holiday in Kashgar
(Free treatment of necks)"
67,"This protest shows how ONE CHINA relate Chinese celebration day. China did sth violence to those people. Didn't you think it's all right to push our boys to be part of this worst action?

I ASK YOU, LAPONE!! #JO1
#FreeUyghurs #Uyghurs
#JamsnotsupportOneChina"
68,Check out tt4real's video! #TikTok #Uyghurs
69,"Thankfully, yes, all apt complexes, schools and public buildings in China have security guards, gates, walls. 

One of the #Xinjiang “concentration camps” is a 5 star apt complex. 

That horrible genocide again. Idiots.

#MariosWarriors #China #Uyghurs #UyghurGenocideNonsense"
70,"you need to learn more about china before jumping into conclusions based on satellite images. for example, almost every school in china has a surrounding wall and/or fence, with several guards, meet your identifiction criteria. ""respectable research"" should at least do this. lol"
71,"May #Uyghurs soon see their F-R-E-E-D-O-M 
https://youtube.com/watch?v=PLmt3BtOwCE…"
72,"We don’t celebrate #China #CCP national day as it brings #Terrorism and #demolition to #Tibetans #Uyghurs #Mongolian #HongKongers , toppling foreign political environment, pilling debts to other weaker nations, spreading #ChinaVirus worldwide. I hope this is the last one."
73,"This was taken on Oct 1, 2019. Only found this when going through my photos later on. It was Chinese National Day but #HongKong protesters called it a National Day of Tragedy, determined that there was nothing worth celebrating. It's been a year, but we are in for a long fight."
74,"I cannot help but feel responsible for the horror #Tibetans and #Uyghurs had to go through. #Manchurians and #Mongols were supposed to protect them, but our elites wanted Chinese easy money. It corrupted and weakened us so much now we cannot even protect ourselves."
75,Uighurs could be allowed to seek genocide ruling against China in UK https://theguardian.com/world/2020/sep/29/uk-courts-could-be-given-power-to-rule-that-uighurs-are-facing-genocide… #Uyghurs #Uyghur #Uighur #UKpoli
76,"#EastTurkistan #Uyghurs #Ouighours 
The French hypocrisy on the #Uyghurs is shameful."
77,China’s Persecution of the #Uyghurs: A Human Rights Emergency. #אויגורים
78,"Many people suffering corona virus, but uyghurs suffer from #CCP genocide against the #Uyghurs as well as #coronavirus."
79,"#HearUyghur   what we are waiting for to stop this 21st century #Genocide ?
@UN  @UNHumanRights @amnesty @realDonaldTrump @marcorubio  @JustinTrudeau @BorisJohnson @MichaelPolakLaw  @foxnewsalert @CNN @BBCBreaking twitter.com/Nursiman11/sta…"
80,"In LA, #Uyghurs Joined By Other Diaspora Communities In Calling Out #China https://laist.com/2020/10/02/LA-china-PRC-taiwan-tibet-uyghurs-hong-kong-mongolia-human-rights.php… via 
@laist
.com #UyghursLivesMatter #UyghurSlavery #UyghurGenocide #HongKong #FreeHongKong #FreeTibet #LA"
81,"Hi! the unroll you asked for: 
@michael22019103
: that of Sweden/Poland). re [DS] SCYTHIAN SKOTI CELTIC IBERIAN #UYGHURS/ HURRO-URARTIANS = RED HEADS… https://threadreaderapp.com/thread/1312486497753329664.html… Share this if you think it's interesting. "
82,Some celebrities and people of influence started protecting against the Chinese gov’s repression. Will you please spread my message to galvanize celebrities here in #America to rescue Ekpar and other #Uyghurs.
83,"Okay, 
@chenweihua
, name one area where you welcome criticism. #China's genocide against the #Uyghurs? Its killing of #India's soldiers? How about #XiJinping spreading #COVID19 to other countries. Take your pick."
84,Some Gordon Changs only attack China and some are balanced in their analysis.  I actually welcome the objective critique.
85,This young man and his father emigrated to US from East Turkestan and have come to the Walter Reed to thank President #Trump for his role in highlighting the plight of the #Uyghurs #TrumpCovid #Uighurs
86,"If have someone tells you that the Chinese can be separate from the Chinese Communist Party, according to my experience in Taiwan, they're lying to you.
#Uyghurs #PrayingforTrumpandFirstLady #wuhanlab 
@Sankei_news
 @Yomiuri_Online
 
#prayingforpresidenttrump 
#chinesespy #COVID19"
87,"Around 3000 people held an anti-#China protest held in #Japan in support of #Tibetans, #Uyghurs, #Mongolians, #HongKongers and #Taiwanese, who are facing persecutions and #HumanRights
 atrocities by the #CCP.
#IndiaNarrative #XiJinping #Chinazi #GlobalDayAction"
88,Utah Jazz centre Rudy Gobert on Thursday became the first NBA player to publicly protest against #CommunistChina’s treatment of #Uyghurs
89,"Expect more heat on companies with Xinjiang links.
 https://amp.scmp.com/news/china/politics/article/3104035/nba-player-rudy-gobert-shows-support-uygurs-xinjiang…"
90,"On behalf of the #Uyghurs & other Turkic peoples of Occupied #EastTurkistan, we wish 
@POTUS
 @realDonaldTrump
 & 
@FLOTUS
 a swift recovery. 

#UyghursForTrump"
91,"#Uyghur pilgrims & students in #SaudiArabia have been detained & forcibly deported back to #China where they are understood to be placed into Chinese concentration camps. BBC Report

https://youtu.be/M9CIZ9x3pIs

#Uyghurs #UyghurLivesMatter #UyghurGenocide #…"
92,"#Uyghurs die in the camps day in day out. It’s just we did not have the access during the critical first 2 years ...
it’s really safe to assume, first two years there might’ve probably more than 20-50 death per day"
93,China confirms death of Uighur man whose family says was held in Xinjiang camps - The Guardian https://theguardian.com/world/2020/oct/02/china-confirms-death-of-uighur-man-whose-family-says-was-held-in-xinjiang-camps…
94,"#Uyghur pilgrims & students in #SaudiArabia have been detained & forcibly deported back to #China where they are understood to be placed into Chinese concentration camps. BBC Report

https://youtu.be/M9CIZ9x3pIs

#Uyghurs #UyghurLivesMatter #UyghurGenocide #UyghurHolocaust #Islam"
95,Could it be that China has spread the #coronavirus as a diversion for the eradication of the Uyghurs? #UyghursLivesMatter #Uyghurs #trump #COVID19 #ChinaGate #NEWSで妄想
96,"It is,especially by destroying people & culture kept us sober in the past decades ...

Allowing #China to brainwash ppl, and saying #Uyghurs wants to be part of #China is very immature to say the least.

China is nothing like world has seen before, not before, not in the future"
97,"Today #Hongkong is the #WestBerlin of 1948. The totalitarian communist #China regime puts a #GreatFirewall in its country, similar to Iron Curtain. And #CCP has built hundreds of #ConcentrationCamps for #Uyghurs, like Nazis."
98,"A campaign to asks these big brands to stop using forced  labor of #Uyghurs Let's help to end this hell system!

#ChiNazi #SaveUyghur #SaveUyghurs #SaveUyghurMuslims #ウイグルを助けたい #ウイグル"
99," NEW ACTION 
Write directly to fashion brands with our new action to end the #ForcedLabor of Uyghurs.

Urge @Nike @ZARA and @UniqloUSA to exit the Uyghur Region and end their complicity in #ForcedLabourFashion

http://freedomunited.org/advocate/forced-labour-fashion/…"
100,One of my WeChat friends is posting pictures of her brothers and telling that how much she missed them.I don’t know what happened to them because  #Uyghurs in occupied #EastTurkistan are not allowed to talk to people outside of China.
101,"On October 1st, in front of US Capitol, #Uyghur Americans created a mock scene in which Uyghurs in Uyghur homeland being taken away to the #Chinese Concentration Camps by the Chinese security forces to raise awareness about the ongoing #UyghurGenocide"
102,"""The Chinese leader’s calls to end violence against women and protect their maternal healthcare rights ring hollow when contrasted against reports of the horrific conditions Uyghur women face...""

#China #Uyghurs #DrainTheSwamp #WWG1WGAWORLDWIDE #UN"
103,"#Chinese regime has once again normalized & glorified slavery in the modern age.

More than 3 million #Uyghurs r detained in concentration camps because of their ethnic identity.

Millions more are literal slaves in factories across #China.
#SaveUighur
#uighurlivesmatter"
104,"#Napoli footballer,Kalidou Koulibaly,speaksout in solidarity with #Uyghur Muslims. 
""It's the largest incarceration of the 21stCen it has to end.""
Kalidou received alot of racism on  media following his support 4 Uyghur Muslims. 
#Uyghurs #China #UyghurLivesMatter #UyghurGenocide"
105,There must be way more #Uyghurs tortured and died in the concentration camp held by the #CCP
106,Scary indeed. That's what the #CCP does. Xi Jinping is the worst. #Xinjiang #XinjiangCamps #Uyghurs #UyghursLivesMatter #CCPChina #CCPVirus
107,"You know why #China continues to detain, enslave, rape, torture and kill #Uyghurs?

Because we are not going to do anything about it.

PERIOD!"
108,"Xinjiang is obviously in human crisis right now. Today Xinjiang, the rest of the world will be the next. Hope the world takes real actions to save #Uyghurs. #StandwithUyghurs #saveUyghurs"
109,forced hysterectomies  ? You mean the Chinese Communist Party - authoritarian government of Communist #China performing forced hysterectomies on #Uyghurs in #EastTurkestan?
110,"China Founding Day Met by Global Protests Over #Uyghurs, #Tibet, #HongKong http://turkistantimes.com/en/news-13656.html…"
111,"As China celebrated the 71st anniversary of its founding,  #Tibetans, #Uyghurs, Southern #Mongolians, and #Taiwanese as well as democracy activists in or from #HongKong and #China staged protests in some 60 cities across 25 countries.  
#ChinaNationalDay
http://tibetanreview.net/china-targeted…"
112,"The use of fever reducers by #CCP #4thReichChina to avoid detection of #COVID19 has been well documented 
#Xitler #China is VERY angry at the backlash over #HongKong #Uyghurs 
World leaders that oppose #XiBaozi have been infected systematically"
113,"While it is not only limited to #Uyghurs,but also our free world"
114,"""I want everyone to know that the Chinese Communist Party has always tried to distort the history of the Church, to slander our Church, and to make people hate our Church.”
 http://www1.cbn.com/cbnnews/world/2020/september/china-teaches-students-that-jesus-stoned-woman-to-death-changes-biblical-passage-in-textbook… # via @CBNNews"
115,"#China releases #Uyghurs from #ConcentrationCamps / prisons / slave factories only when they are on the brink of death due to #Chinese-style mental and physical torture.

#UyghurGenocide #UyghursLivesMatter #Americans #freedom #Australia #Canada #France"
116,"#shameless
 #chinazi 1st of October was National Day of #China. It was mourning and protest day for #Uyghurs and #EastTurkistan too. 
This is what happened around the world 01st Oct 2020."
117,"True depiction of Pakistan's hypocrisy on Uyghurs in China!

#Uyghurs #UyghursLivesMatter"
118,"Middle East countries deported exiled #Uyghurs to #China 

#SaudiArabia, #UAE and #Egypt arrested exiled #Uyghur #Muslims and deported them to China in collaboration with #Beijing, BBC reports"
119,"Napoli & Senegalese footballer, Kalidou Koulibaly,speaks out in solidarity with #Uyghur Muslims.
""It is the largest mass incarceration of the 21st century It has to end.""
#Kalidou received a lot of racist abuse on social media following his support for Uyghur Muslims 

#Uyghurs"
120,"#Uyghurs #Uighurs #Xinjiang 
#fakenews about China."
121,"""A controversial British radio presenter is spreading a fake video about China's Xinjiang policy as part of a disinformation campaign to incite anti-China sentiment in the West.""

https://news.cgtn.com/news/2020-07-24/UK-radio-presenter-spreads-disinformation-on-Uygur-Muslims-SmP3bOaGUo/index.html…"
122,"Picture gives out #sinopak relationship

The #chinese shoes that #pakis are polishing are made from skin of #Uyghurs , #Sindhi and #baluchi
 innocents
@nailainayat
@AshishSinghNews
@adgpi
@ChinarcorpsIA
@RDXThinksThat
@TarekFatah
@NatashaFatah
@SecPompeo
@snigdhaman"
123,Myopic view when it's come to #Uyghurs plight in #China
124,"Please help 
@RayhanAsat
 to find her brother who has been detained in China’s #ConcentrationCamps. The world is waking up, but not well aware of CCP’s genocide over the #Uyghurs. If we keep letting the CCP rules, there will be transnational concentration-camps operated by the CCP"
125,"In search of a beacon of hope to rescue my dearest brother Ekpar, I published an essay in the @TheHillOpinion, searching for celebrities to join hands with me to rescue my brother and hopefully other detained and imprisoned #uyghurs. Pls help me spread to find my own #Richardgere"
126,"REALITY BEHIND CHINA'S ETHNIC UNITY AND EDUCATION CENTRES
.
#Uyghurs #Uyghurmuslims #UyghurHolocaust #UygurLivesMatter #Islamophobia #Islam #CCPVirus #CCP_is_terrorist 
 .
@arslan_hidayat
 @noumanbayyinah
 @UyghurCongress
 @UyghurProject
 @HUyghur
 @CampaignUyghur"
127,"Tremendous initiative. Thank you 
@JewishNewsUK
 @Nus_Ghani
 and all Parliamentarians who support this

We must act now to stop #UyghurGenocide and save #Uyghurs"
128,"Front Page // We are with you. 

150 parliamentarians backing our Uyghur campaign, to be handed into Downing Street next week. 
@Nus_Ghani
@Rene_Cassin
@UyghurCongress 
@MaajidNawaz"
129,"I think #India and #Pakistan need to get down and dirty, sort of winner takes all. 73 years of BS , As to #China I am sure they would rather have India market of 1.3bln, and non Muslim  agenda then #Pakistan which eventually push #uyghurs agenda"
130,but #Genocidal and resources stealing #France is concerned about #Uyghurs in China.
131,"Thank you 
@FranckRibery
. Because of the support of thousands people like you, we #Uyghurs still have some hope for the #Freedom. #StopUyghurGenocide #CloseConcentrationCamp"
132,Nice one #Uyghur #Uyghurmuslims #Uyghurs #UyghurHolocaust
133,Brilliant. Indians are getting the message across with humour.
134,"https://en.adhrrf.org/Uyghur-Farmer-Dies-Ten-Days-After-Being-Sent-to-Internment-Camp-Wife-Still-Held.html…

【Another tragedy】

Uyghur farmer dies ten days after being sent to internment camp, wife still held

#Uyghurs"
135,"Hey #Korean,#Mongolian,#Tibet and #Uyghurs now its your turn.

#China"
136,"does the cia 

fund / aid small groups of #Uyghurs 
to commit terrorist acts against #china ?"
137,"#Napoli and Senegalese footballer, Kalidou Koulibaly, speaks out in solidarity with #Uyghur Muslims. 

""It is the largest mass incarceration of the 21st century. It has to end.

#Uyghurs #China #UyghurLivesMatter #UyghurGenocide #UyghurHolocaust #Islam"
138,"#Chinese-style torture is ubiquitous in #China’s #ConcentrationCamps / prisons / slave factories where China has locked up 8+ million #Uyghurs & murdered 1+ million since 2017 just for that they are Uyghurs / #Muslims / owners of ancestral #EastTurkistan.

#UyghurGenocide #Uyghur"
139,"Completely correct” is how Chinese President Xi Jinping this week described his government’s policies in #Xinjiang, the region of northwest China in which 13 million #Uyghurs and other Turkic Muslims continue to endure appalling repression."
140,"Imran Khan can't read the last line is true as 
Pakistan has never raised voice against atrocities on #Uyghurs in #China because Pakistan is in loan debt under China. #UyghurGenocide #UyghurLivesMatter 
@arifaajakia
 @BushraGohar
 @TahirGora
 @ASinghINC
 @anis_farooqui"
141,"Pakistan has a myopic view when it comes to the treatment of #Uyghurs in China..

Nothing else can better depicts hypocrisy of Pakistan state than this toon"
142,"#PRC Doubles Down on Xinjiang Policy Amid Reports of Cultural Erasure #FreeandopenIndoPacific #IndoPacific #IndoAsiaPac #Uyghurs  
@Diplomat_APAC"
143,"Dear 
@Twitter
 
#China_is_terrorist collects Muslim 
@Uyghurs
 and orders them to do whatever they like. Don't say that China is far from here. Those are innocent #Uyghurs.  Do something."
144,"@Hickenlooper
 is praising China and says China deserves our respect... For #Covid, #ChinaLiedPeopleDied, or for putting #Uyghurs in Concentration Camps? Colorado deserves better, John. 
@ProudUSAStrong"
145,"30 years ago, #CCP promise they give Hong Kong’s autonomy. And now, Prove that the Communist Party of China is lying. Look at #Uyghurs , #Tibetan & #HongKongers. Communist China genocide people. #NationalSecurityLaw"
146,"“Mo Yan"" means ""don't speak"". As the 2012 #NobelPrize winner in #Literature Guan Moye is better known by the pen name #MoYan, why complain if he doesn’t speak —- on Uyghur issue,  just like so many #Muslim nations from Pakistan to Saudi Arabia.

#China #Muslims #Uyghurs"
147,"#Uyghurs are human-beings, any abuse on them is unacceptable !"
148,"Where is principal stand of EU on Human rights. I agree & endorse 
@Martijncda
 stance against violation of #HumanRights
 & #ReligiousFreedom in china.
I urge #EU to revisit #trade policy for Chinese goods & tech giants. 
@vonderleyen
 @MinPres
 @SigridKaag
 @VDombrovskis
 #FoRB #Uyghurs"
149,I applaud kamerlids like @martijncda @swsjoerdsma for  taking a stand & holding those guilty of human rights violations against #Uyghurs & other ethnic religious minorities in #Xinjiang accountable. The CCP needs to know we stand united in our outrage at their actions. twitter.com/savetibetnl/st…
150,"Armenians 
 always pushing a Turkophobic agenda forward as I see. Repent for the sins your people have committed upon Azerbaijanis Turks. #AzerbaijaniLivesMatter #UyghurLivesMatter #Uyghurs #Turkophobia"
151,"#YalqunRozi is one of the renown writers & critic 

Him can be considered to be one of the MOST TYPICAL examples of #Uyghurs getting persecuted *just because he was Uyghur*!!!

#China did it’s best to maximize the damage of #UyghurGenocide"
152,"-- Beat 933: Tumaris, USA (English) --
 
Tumaris testifies for her father, Yalqun Rozi (http://shahit.biz/?f=yalqun-rozi), a famous educator and literary critic who disappeared in late 2016 and was given a 15-year sentence in early 2018. #uyghurpulse"
153,Hypocrite and Genocidal #France has the nerve to accuse #China of mistreatment of #Uyghurs .
154,Radical Islam pays a significant role in Macron’s policy speech. He calls for certified imams to liberate French islam from foreign influence twitter.com/BFMTV/status/1…
155,"Post 209: ""Bir Jüp""
#APosterADay4Uyghurs Day 209""
I want to get people's attention to the #Uyghurs' plight by presenting a drawing everyday. Please retweet, follow and make #Uyghur cause more visible. Thanks."
156,"#CCP has long been torturing #Uyghurs , people of #EastTurkistan , #Tibet , #HongKong and #Mongolia.
They are now filled with government corruption and #HumanRightsViolations .
#China deserves sanctions.
#Chinazi
#FreeUyghurs
#FreeTibet
#savemongolianlanguage"
157,"For years, the Chinese regime has detained millions of ppl in concentration camps, just bc they are #Uyghurs. Systematic sterilizations, forced abortions, rapes are ongoing. Our article demands an end to the silence on these crimes:
http://bit.ly/World_for_Uyghurs…
#WorldForUyghurs @bueti"
158,"What did you do to get the Liberal gov’t to Japan for the meeting? Or you can ask other MPs or get a petition going. Get others involved politically. #cdnpoli #CCPChina #HumanRightsViolations   #democracy4 #HongKong #Uyghurs #Tebet 
@NDPGrassroots
 @theJagmeetSingh
 @JustinTrudeau"
